0,5.6287150382995605,5.626498222351074
8000,2.4238080978393555,2.425851821899414
16000,2.2869248390197754,2.2810416221618652
24000,2.1866722106933594,2.1949825286865234
32000,2.119396209716797,2.1112751960754395
40000,2.0567259788513184,2.0754690170288086
48000,2.0342941284179688,2.0370357036590576
56000,1.9882928133010864,2.008535861968994
64000,1.9699982404708862,1.963572382926941
72000,1.9404816627502441,1.9343888759613037
80000,1.901518702507019,1.8945566415786743
88000,1.8808062076568604,1.8914493322372437
96000,1.8748098611831665,1.8530100584030151
104000,1.8481980562210083,1.8398756980895996
112000,1.8432859182357788,1.841874122619629
120000,1.8312381505966187,1.80938720703125
120000,1.8445985317230225,1.8431094884872437
152000,1.777058482170105,1.7733023166656494
184000,1.7570178508758545,1.7512342929840088
184000,1.760730504989624,1.7608423233032227
248000,1.722516655921936,1.7179834842681885
248000,1.7156596183776855,1.7253856658935547
312000,1.7037519216537476,1.69406259059906
376000,1.6713019609451294,1.6823878288269043
440000,1.6671960353851318,1.672275185585022
504000,1.6490187644958496,1.654700756072998
568000,1.6435619592666626,1.6456142663955688
632000,1.6219240427017212,1.6303305625915527
632000,1.6335365772247314,1.6344252824783325
760000,1.6082385778427124,1.6077966690063477
888000,1.5955299139022827,1.594071865081787
1016000,1.5864298343658447,1.5903323888778687
