0,11.6106538772583,11.610532760620117
32000,5.958801746368408,5.953577995300293
64000,5.279738903045654,5.285531520843506
96000,4.972908973693848,4.977400302886963
128000,4.791223049163818,4.779732704162598
160000,4.6453633308410645,4.651313304901123
192000,4.559781074523926,4.549987316131592
224000,4.480344772338867,4.487608909606934
256000,4.413822650909424,4.420315265655518
288000,4.334713459014893,4.366350173950195
320000,4.308741092681885,4.30270528793335
320000,4.305741786956787,4.292396545410156
352000,4.827661514282227,4.833993911743164
384000,4.610040664672852,4.619246006011963
416000,4.500767230987549,4.508568286895752
448000,4.426201343536377,4.444619655609131
480000,4.390417575836182,4.370611667633057
512000,4.322149276733398,4.340083122253418
544000,4.284140586853027,4.2580766677856445
576000,4.2535271644592285,4.241696357727051
608000,4.199857234954834,4.193193435668945
640000,4.16978120803833,4.165811061859131
672000,4.134971618652344,4.137723445892334
704000,4.108059883117676,4.118893623352051
736000,4.066547393798828,4.078553676605225
768000,4.055349349975586,4.0856804847717285
800000,4.034031867980957,4.042556285858154
832000,4.009273052215576,4.008544445037842
864000,4.002865791320801,3.9970619678497314
896000,4.005688190460205,3.997556447982788
928000,3.9769504070281982,3.9710335731506348
960000,3.965590476989746,3.9515953063964844
960000,3.9648163318634033,3.9740419387817383
4160000,3.6170647144317627,3.613907814025879
