0,6.110409259796143,6.106748104095459
8000,0.8143411874771118,0.8164153695106506
16000,0.7874338626861572,0.8126375079154968
24000,0.7904477119445801,0.7799873948097229
32000,0.7145575284957886,0.7241325974464417
40000,0.6924379467964172,0.6904391050338745
48000,0.6467205286026001,0.6580144166946411
56000,0.612265944480896,0.6170143485069275
64000,0.6055805683135986,0.5952997803688049
72000,0.5706869959831238,0.5718069076538086
80000,0.5530710816383362,0.5514020919799805
88000,0.5347556471824646,0.5424597263336182
96000,0.517008364200592,0.5274091362953186
104000,0.5082934498786926,0.5210055708885193
112000,0.5181887745857239,0.5311862826347351
